ID,record,uid,date,time,status,Survey_start,Survey_end,vqtable1r0,vqtable1r1,vqtable1r2,vqtable2r0,vqtable2r1,vqtable3r0,vqtable3r1,vqtable3r2,vqtable3r3,vqtable3r4,vqtable3r5,vqtable3r6,vqtable3r7,vqtable3r8,vqtable4r0,vqtable4r1,vqtable5r0,vqtable5r1,vqtable5r2,vqtable5r3,vqtable5r4,vqtable5r5,vqtable6r0,vqtable6r1,vqtable7r0,vterm
142,191,pqg64jhk7astbws1,08/14/2024,9AM,3,49:30.7,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
143,192,bsm3zi7khu2edkcw,08/14/2024,9AM,3,54:43.3,,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,
144,193,t19u7bj0kggnozk7,08/14/2024,9AM,3,57:41.5,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
145,194,fkr5pxopxn7wqxa2,08/14/2024,9AM,1,00:25.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
146,195,uebpu8mcqy067244,08/14/2024,9AM,3,05:30.7,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
147,196,9nwx5vsw2ps2z8fy,08/14/2024,9AM,1,15:24.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
148,197,plqim3b6tlvxl639,08/14/2024,10AM,3,16:57.2,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
149,198,k1z48ybjfzem2kp8,08/14/2024,9AM,3,19:16.6,,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,
150,199,e985at7ewr614fvu,08/14/2024,9AM,1,24:07.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
151,200,j1kqosb9sl2b8yns,08/14/2024,9AM,1,35:33.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
152,201,unmlob1mi53mq35d,08/14/2024,10AM,3,39:10.3,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
153,202,f8jq8ay6zxzdk4vx,08/14/2024,10AM,1,51:14.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS3 Family members work in any of the following industries
154,203,25gc40cbzhon0v9t,08/14/2024,10AM,1,54:36.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
155,204,lse99zlhvl6qjn77,08/14/2024,10AM,3,55:39.5,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
156,204,lse99zlhvl6qjn77,08/14/2024,10AM,4,55:45.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unspecified terminates
157,204,lse99zlhvl6qjn77,08/14/2024,10AM,4,55:46.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unspecified terminates
158,204,lse99zlhvl6qjn77,08/14/2024,10AM,4,55:46.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unspecified terminates
159,208,jgb2zfsfqjt66461,08/14/2024,10AM,3,55:50.0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,
160,209,grtv2tz5waiv3kot,08/14/2024,10AM,1,57:13.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
161,210,v4fo5fmy4ezr9nta,08/14/2024,10AM,1,59:25.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
162,211,yhzrqdyz29tpiies,08/14/2024,10AM,1,00:31.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
163,212,szrqm2o28ojb0kqb,08/14/2024,10AM,3,02:46.0,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
164,213,7a42ixkwkj8px2ix,08/14/2024,10AM,3,04:22.9,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
165,214,n6posl6f6nf2spp0,08/14/2024,10AM,3,12:39.1,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
166,215,yjclta0yiykk79om,08/14/2024,10AM,1,12:40.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
167,216,0cm1yolvikortka8,08/14/2024,10AM,1,14:17.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
168,217,xjxgomdz4spwiqdk,08/14/2024,10AM,1,18:40.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
169,218,sk2eeliumw4j0sfm,08/14/2024,10AM,4,25:34.3,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unspecified terminates
170,219,sk2eeliumw4j0sfm,08/14/2024,10AM,3,27:12.6,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
171,220,fdwji4ppwx1fcijm,08/14/2024,11AM,3,30:20.3,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,
172,221,xxvekz25gypb6th2,08/14/2024,11AM,3,41:08.2,,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,
173,222,kicq7g94bxoyyz2p,08/14/2024,11AM,1,47:53.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
174,223,kicq7g94bxoyyz2p,08/14/2024,11AM,4,47:57.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unspecified terminates
175,224,kicq7g94bxoyyz2p,08/14/2024,11AM,4,48:00.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unspecified terminates
176,225,owmof7jv9bl0c4gn,08/14/2024,11AM,1,49:32.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
177,226,0nx8zxyf5km1qjon,08/14/2024,11AM,3,54:45.7,,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,
178,227,dkisdl7sqoj3q37z,08/14/2024,11AM,1,55:36.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
179,228,n5hgxipdfl86b18y,08/14/2024,11AM,3,01:28.3,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,
180,229,joqch009vj446qof,08/14/2024,11AM,1,01:38.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
181,230,3vh2x6lje2vzyg8p,08/14/2024,11AM,1,07:13.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
182,231,d2izdy6zb31yi55c,08/14/2024,11AM,1,14:24.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
183,232,n3n8ujd485czaaua,08/14/2024,11AM,1,15:41.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS9 Monthly Personal Income
184,233,ghvlangqpfou4254,08/14/2024,11AM,1,16:14.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
185,234,lmecrvp0lymmo6c6,08/14/2024,11AM,3,18:10.7,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
186,235,0s5peax9j0r87znn,08/14/2024,11AM,1,22:48.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
187,236,n7ieb1y0slgvw3qq,08/14/2024,12PM,3,25:43.1,,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
188,237,skr4y8gpmlodm8at,08/14/2024,11AM,3,29:16.4,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
189,238,xcq03bgro7sfmk6e,08/14/2024,11AM,1,29:18.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
190,239,uhv9yyf7f5sc0jd4,08/14/2024,11AM,1,33:49.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
191,240,vdraezfmkviu51h7,08/14/2024,11AM,1,39:41.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
192,241,1pcldgwe1sf4wepg,08/14/2024,12PM,3,39:47.5,,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
193,242,eclekf7png45946b,08/14/2024,11AM,1,40:19.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
194,243,2ga3huu2o7cgjrsm,08/14/2024,11AM,1,40:51.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
195,244,ft46gicy56h6pzs8,08/14/2024,12PM,1,41:16.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
196,245,z9pfolm693d4ngyt,08/14/2024,12PM,1,43:34.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
197,246,doofxji0nxp337b1,08/14/2024,12PM,3,46:10.1,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
198,247,d3izg2hv2ec6g7pc,08/14/2024,12PM,1,47:19.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
199,248,huuxf2qpf7guo9ho,08/14/2024,12PM,1,50:19.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
200,249,azab2crmsog4vyc0,08/14/2024,12PM,1,54:18.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
201,250,n7ieb1y0slgvw3qq,08/14/2024,12PM,4,00:41.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unspecified terminates
202,251,vm4jt80ajil94eov,08/14/2024,12PM,3,01:04.8,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,
203,252,g17rds67l0b9rnqc,08/14/2024,12PM,3,09:41.9,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,
204,253,0iunab04ge1ci688,08/14/2024,12PM,1,14:24.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
205,254,3vqh4du5u5q2zbib,08/14/2024,12PM,1,14:56.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
206,255,1lpgc294b3t4mu2b,08/14/2024,1PM,3,19:05.8,,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,
207,256,achcc664hlbcw0o9,08/14/2024,12PM,3,21:02.8,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
208,257,otiw8298d3czlw7u,08/14/2024,1PM,3,21:48.8,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,
209,258,7zrrsb6snjctmc94,08/14/2024,1PM,3,23:52.3,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
210,259,7sylxhjc794h5ois,08/14/2024,12PM,1,27:28.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS11 Role in financial decisions
211,260,djrcx1jssudttmr0,08/14/2024,1PM,1,29:37.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
212,261,t5nuc6mmf51wexuw,08/14/2024,12PM,3,30:42.4,,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
213,262,iimy70kvs16oaucn,08/14/2024,1PM,3,32:43.4,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
214,263,lo1se4flz3ut2zdr,08/14/2024,12PM,1,34:48.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
215,264,1y2s943zpdy7s8d6,08/14/2024,1PM,1,42:14.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
216,265,udx78rm5z14uhi67,08/14/2024,12PM,1,44:31.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
217,266,naemhqmkrpq9ikww,08/14/2024,1PM,1,44:52.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
218,267,zehs6shq0v27x2z6,08/14/2024,1PM,1,52:19.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
219,268,sb5gl467qbxu9gov,08/14/2024,4PM,3,52:28.7,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
220,269,2dspt3s9twqc9p2x,08/14/2024,1PM,3,53:01.4,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,
221,270,tzefitwtwre91eyv,08/14/2024,1PM,3,58:17.3,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,
222,271,tzjiqsbqh106jdp1,08/14/2024,1PM,1,58:22.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
223,272,ged29l17qfaj39lu,08/14/2024,3PM,3,04:33.4,,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
224,273,rytmr8rtf3yni783,08/14/2024,1PM,3,15:27.4,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,
225,274,d4i0kc2031a704hv,08/14/2024,1PM,3,16:08.2,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
226,275,2m3o7bbbka2e3qut,08/14/2024,2PM,3,22:08.9,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
227,276,be9t83k9a4jqys1v,08/14/2024,2PM,3,31:11.0,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,
228,277,de9yndp6h3arqa7l,08/14/2024,1PM,1,43:44.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
229,278,j3dbwavj983htkjl,08/14/2024,2PM,3,44:16.4,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
230,279,467fzz3nnuxipz00,08/14/2024,2PM,1,46:57.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
231,280,5uy3rlxb2xqlas4y,08/14/2024,5PM,3,57:47.1,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,
232,281,ceabeirpg9so4b6h,08/14/2024,2PM,1,02:51.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
233,282,y9n2gg8tashe6bwh,08/14/2024,2PM,3,10:03.1,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
234,283,prhej8dm0m2irr9l,08/14/2024,2PM,1,36:12.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS11 Role in financial decisions
235,284,sp509686bkursaal,08/14/2024,3PM,3,40:37.2,,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
236,285,ll4inded3zdl1dsx,08/14/2024,2PM,1,40:38.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
237,286,bfeefml39oikumbg,08/14/2024,3PM,3,43:12.6,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,
238,287,m4dzjnm2dmq91kzk,08/14/2024,3PM,3,10:06.8,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
239,288,jg45uuwijugz3pfi,08/14/2024,3PM,1,21:59.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
240,289,5owadtbaccgh2nmf,08/14/2024,3PM,1,27:39.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS11 Role in financial decisions
241,290,bdszejneu7kkha92,08/14/2024,4PM,3,35:41.6,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,
242,291,scgs1tdzy94f0rsk,08/14/2024,3PM,1,37:21.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
243,292,puha0ru15yydwhbz,08/14/2024,3PM,1,42:47.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
244,293,t4o9182l98g0nlit,08/14/2024,4PM,3,48:21.4,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
245,294,kothaxz8fx3r45os,08/14/2024,4PM,3,49:16.2,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
246,295,xp2xwx8iq1qunkvo,08/14/2024,4PM,3,51:06.8,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
247,296,ub8phv8za4lqqzdj,08/14/2024,4PM,3,51:38.6,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
248,297,5za759xbh762xd3y,08/14/2024,4PM,1,54:13.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
249,298,6zgv5hxio5g1lpih,08/14/2024,7PM,3,10:45.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,
250,299,ul7ok94kakpkoe6h,08/14/2024,5PM,1,11:01.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
251,300,xkphe0wafvup9nci,08/14/2024,4PM,3,14:07.0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,
252,301,vdrvgvfbp44pabd3,08/14/2024,4PM,3,14:37.7,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
253,302,h8nstzb43zyzjrr4,08/14/2024,5PM,4,26:25.9,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unspecified terminates
254,303,xt9n7rwcwnc406co,08/14/2024,5PM,3,30:40.0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,
255,304,7iv02r8obn107glu,08/14/2024,5PM,3,38:46.6,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,
256,305,2v94cxhoob9pe235,08/14/2024,5PM,1,47:41.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
257,306,tslfuewg5kscjuip,08/14/2024,6PM,3,48:59.9,,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
258,307,ovhjgmra807id2jp,08/14/2024,5PM,3,50:40.5,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
259,308,dcs7jla7lxwcugwd,08/14/2024,5PM,1,53:07.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS12 Financial products owned
260,309,h8nstzb43zyzjrr4,08/14/2024,6PM,4,54:43.7,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unspecified terminates
261,310,kve4d4fb0bz032q9,08/14/2024,5PM,1,09:28.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
262,311,inzadejleva701fb,08/14/2024,5PM,3,13:21.8,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
263,312,gel6sg1h64di8qme,08/14/2024,5PM,1,20:30.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
264,313,h4j90zbydzksw3nw,08/14/2024,5PM,1,21:05.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
265,314,hj3twmfzf8f7pcm0,08/14/2024,5PM,1,23:44.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
266,315,i8qhi8mvwfooxok2,08/14/2024,6PM,3,28:00.8,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,
267,316,vqbbno4u3kmojgr8,08/15/2024,11AM,3,30:50.0,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
268,317,ftmwmywvz3be3znk,08/14/2024,5PM,1,33:34.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
269,318,j2hnz3s16ku2ujyb,08/15/2024,11AM,3,34:29.6,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,
270,319,va85a0pb9lwvjl4y,08/14/2024,6PM,3,39:26.5,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
271,320,sb4o696y4owmh72y,08/14/2024,6PM,1,46:15.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
272,321,6i2n0dyvzk0h4myk,08/14/2024,6PM,3,57:06.1,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
273,322,waoikzglqgmsw5k1,08/14/2024,6PM,1,58:02.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
274,323,9dw98c4f8zgx0liw,08/14/2024,6PM,1,06:15.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS11 Role in financial decisions
275,324,3yimojtuffqyaikn,08/14/2024,10PM,3,22:08.9,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,
276,325,bdee7n49t2h4elx1,08/14/2024,6PM,1,23:34.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS3 Family members work in any of the following industries
277,328,5vbnzf4lmfcn9hv6,08/14/2024,6PM,4,24:33.4,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unspecified terminates
278,327,aiy7ja2m722fwx04,08/14/2024,6PM,1,30:56.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
279,328,5vbnzf4lmfcn9hv6,08/14/2024,7PM,3,32:23.1,,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,
280,329,sfg2tafoxka3o53y,08/14/2024,6PM,3,34:27.6,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,
281,330,ea5rrw7kmw0xk0se,08/14/2024,7PM,3,40:32.5,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,
282,331,7uj7mnwsc4d0ca84,08/14/2024,7PM,1,42:09.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
